food,foodLabel,subclass_of,subclass_ofLabel,serving_temperature,serving_temperatureLabel,color,colorLabel
http://www.wikidata.org/entity/Q1809371,Lahoh,http://www.wikidata.org/entity/Q44541,pancake,,,,
http://www.wikidata.org/entity/Q1810638,Flapjack,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1810638,Flapjack,http://www.wikidata.org/entity/Q13266,cookie,,,,
http://www.wikidata.org/entity/Q1815560,calzone,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1815560,calzone,http://www.wikidata.org/entity/Q3905962,fried pizza,,,,
http://www.wikidata.org/entity/Q1815560,calzone,http://www.wikidata.org/entity/Q10785085,turnover,,,,
http://www.wikidata.org/entity/Q1817903,Runeberg's torte,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1817903,Runeberg's torte,http://www.wikidata.org/entity/Q477248,pastry,,,,
http://www.wikidata.org/entity/Q1823666,Groninger cake,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1823666,Groninger cake,http://www.wikidata.org/entity/Q13266,cookie,,,,
http://www.wikidata.org/entity/Q1831539,creamed coconut,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1841993,Nutraloaf,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1841993,Nutraloaf,http://www.wikidata.org/entity/Q6460735,meals,,,,
http://www.wikidata.org/entity/Q1863568,Avgolemono,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1863568,Avgolemono,http://www.wikidata.org/entity/Q41415,soup,,,,
http://www.wikidata.org/entity/Q1863568,Avgolemono,http://www.wikidata.org/entity/Q178359,sauce,,,,
http://www.wikidata.org/entity/Q1863568,Avgolemono,http://www.wikidata.org/entity/Q28100194,egg dish,,,,
http://www.wikidata.org/entity/Q1866347,phyllo,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1866347,phyllo,http://www.wikidata.org/entity/Q29221,puff pastry,,,,
http://www.wikidata.org/entity/Q1866347,phyllo,http://www.wikidata.org/entity/Q477248,pastry,,,,
http://www.wikidata.org/entity/Q1880873,tikka,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1885418,Cockchafer soup,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1885418,Cockchafer soup,http://www.wikidata.org/entity/Q41415,soup,,,,
http://www.wikidata.org/entity/Q1889763,Q1889763,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1889763,Q1889763,http://www.wikidata.org/entity/Q41415,soup,,,,
http://www.wikidata.org/entity/Q1898118,Sultana,http://www.wikidata.org/entity/Q2095,food,,,http://www.wikidata.org/entity/Q23444,white
http://www.wikidata.org/entity/Q1898118,Sultana,http://www.wikidata.org/entity/Q10978,grape,,,http://www.wikidata.org/entity/Q23444,white
http://www.wikidata.org/entity/Q1907985,peanut soup,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1907985,peanut soup,http://www.wikidata.org/entity/Q41415,soup,,,,
http://www.wikidata.org/entity/Q1911937,kletskop,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1911937,kletskop,http://www.wikidata.org/entity/Q13266,cookie,,,,
http://www.wikidata.org/entity/Q1913489,Fasolada,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1913489,Fasolada,http://www.wikidata.org/entity/Q1988612,bean soup,,,,
http://www.wikidata.org/entity/Q1913637,Currant bun,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1913637,Currant bun,http://www.wikidata.org/entity/Q7655635,sweet roll,,,,
http://www.wikidata.org/entity/Q1919688,melonpan,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1919688,melonpan,http://www.wikidata.org/entity/Q13377687,bun,,,,
http://www.wikidata.org/entity/Q1931894,Pre-ferment,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1931894,Pre-ferment,http://www.wikidata.org/entity/Q2098111,Fermentation starter,,,,
http://www.wikidata.org/entity/Q1952017,Mukhwas,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1955357,Muskazine,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1959865,Malooga,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1959865,Malooga,http://www.wikidata.org/entity/Q666242,flatbread,,,,
http://www.wikidata.org/entity/Q1960279,Jachnun,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1960279,Jachnun,http://www.wikidata.org/entity/Q477248,pastry,,,,
http://www.wikidata.org/entity/Q1964643,Q1964643,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1968771,Olla podrida,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1968771,Olla podrida,http://www.wikidata.org/entity/Q41415,soup,,,,
http://www.wikidata.org/entity/Q1979013,Q1979013,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1979013,Q1979013,http://www.wikidata.org/entity/Q13266,cookie,,,,
http://www.wikidata.org/entity/Q1983643,taai-taai,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1983643,taai-taai,http://www.wikidata.org/entity/Q13266,cookie,,,,
http://www.wikidata.org/entity/Q1993581,rugelach,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1993581,rugelach,http://www.wikidata.org/entity/Q477248,pastry,,,,
http://www.wikidata.org/entity/Q1999698,Q1999698,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q1999698,Q1999698,http://www.wikidata.org/entity/Q13266,cookie,,,,
http://www.wikidata.org/entity/Q6108893,Q6108893,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q6121698,jaecheop-guk,http://www.wikidata.org/entity/Q2095,food,,,,
http://www.wikidata.org/entity/Q6121698,jaecheop-guk,http://www.wikidata.org/entity/Q909643,guk,,,,
http://www.wikidata.org/entity/Q6121698,jaecheop-guk,http://www.wikidata.org/entity/Q28101001,clam dish,,,,
